1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
1.0	1.0	1.0	0.33
